,train_iou_score,train_accuracy,train_fscore,train_loss,val_iou_score,val_accuracy,val_fscore,val_loss,parameters,freeze_encoder,inference_time
0,0.91694308945722,0.9723120194873174,0.9536623279942855,0.16134222443594318,0.9459897487059883,0.9836116355398428,0.9722248004830403,0.08556885304658306,45666577,False,0.01296652965247631
1,0.9506919395410272,0.9842701585669269,0.974698825886375,0.06777211496134122,0.9524107303308404,0.9856415183647818,0.9756143883518551,0.059808549673660935,45666577,False,0.01296652965247631
2,0.9589730113316949,0.9870076307839757,0.9790384193356524,0.050429865218805874,0.9599349071150239,0.9879468342532282,0.9795483208220938,0.04682554628538048,45666577,False,0.01296652965247631
3,0.9641674004103006,0.9886662252782065,0.9817466630319663,0.04167955686030775,0.9640494066735973,0.9892801007498865,0.9816891006801439,0.04075791524804158,45666577,False,0.01296652965247631
4,0.968499089542188,0.9900714720835528,0.9839898404892551,0.03564099660900791,0.9586040248041566,0.9874673446883326,0.9788554621779402,0.04406456325365149,45666577,False,0.01296652965247631
5,0.9709305788911702,0.9908385710282763,0.9852449326423935,0.03215703582079217,0.9640328715676847,0.9892470292423082,0.9816797090613323,0.03812311265779579,45666577,False,0.01296652965247631
6,0.971664458941044,0.9910923137048786,0.9856214748615286,0.030769729157954312,0.9671477338542109,0.990221045587374,0.9832926923814029,0.034615882064985184,45666577,False,0.01296652965247631
7,0.974064352694881,0.9918540967138192,0.986856914022893,0.02793974311728227,0.9693238799986632,0.9908636614032414,0.9844164563261946,0.03218092996141186,45666577,False,0.01296652965247631
8,0.974497519326552,0.9919855791415895,0.9870795165522812,0.027148940346457737,0.9694466124410213,0.990898881269538,0.9844813009966976,0.03175272760183914,45666577,False,0.01296652965247631
9,0.9768559097102952,0.9927268270670513,0.9882889752182666,0.024569586418462137,0.969338664542074,0.9908993788387465,0.9844239768774615,0.03163181569265284,45666577,False,0.01296652965247631
10,0.9774673467047474,0.9929378754214235,0.9886004419988421,0.023790919609617378,0.9707491838413737,0.991291704385177,0.9851536206577135,0.030164815809415733,45666577,False,0.01296652965247631
11,0.9791804751711032,0.9934738255573803,0.9894781717273038,0.02194826654269936,0.9717349319354349,0.9916245678196783,0.9856598701166069,0.02907370354818261,45666577,False,0.01296652965247631
12,0.9796660867604342,0.9936246150418332,0.9897262739222578,0.021314697117326364,0.9715452621812406,0.9915678812109904,0.9855615522550499,0.029129165670146107,45666577,False,0.01296652965247631
13,0.9800555857174708,0.9937491559525997,0.989924883728392,0.020817264130241004,0.9727760164634041,0.9918867479199949,0.9861952351487202,0.027783601180366845,45666577,False,0.01296652965247631
14,0.9806329633630636,0.9939293695979136,0.9902195505548325,0.02016083760695024,0.972388982772827,0.9917907663013625,0.9859969991704691,0.028160483940787937,45666577,False,0.01296652965247631
15,0.9816782029621912,0.9942579141073822,0.9907527317841086,0.019045325842770668,0.9738974636015686,0.9922611532003983,0.9867712388867919,0.02661276252373405,45666577,False,0.01296652965247631
16,0.9818868112335936,0.9943361704429372,0.990858238564724,0.0187782240256168,0.974250246649203,0.9923650583495264,0.9869523748107577,0.026204128628191735,45666577,False,0.01296652965247631
17,0.9830974457366617,0.9947121291639707,0.991475083611228,0.017525682323857348,0.9743767277054164,0.9924093497836071,0.9870168372340825,0.02602290977602419,45666577,False,0.01296652965247631
18,0.9834840183623105,0.9948330761142892,0.9916718057468178,0.017088277203044244,0.9745395831439805,0.9924589382565541,0.9871006193368332,0.025816369315852294,45666577,False,0.01296652965247631
19,0.9831568533153623,0.9947340437099692,0.9915049766239366,0.017354208601718876,0.9726965919784878,0.9918741765229598,0.9861529326957207,0.027603907429653667,45666577,False,0.01296652965247631
