,train_iou_score,train_accuracy,train_fscore,train_loss,val_iou_score,val_accuracy,val_fscore,val_loss,parameters,freeze_encoder,inference_time
0,0.900615545995066,0.9612162136881918,0.9448775160262772,0.20010109426586195,0.9442451877414059,0.9832206593369538,0.971297205619092,0.09639454900093797,7412817,False,0.032381300302222374
1,0.9481282244167567,0.9834052576180778,0.9733426164383671,0.07740526144474622,0.9568551531377829,0.9870938726191251,0.9779358045110162,0.059930855373166655,7412817,False,0.032381300302222374
2,0.9573859717057842,0.9864861419011363,0.97820810493565,0.05479121258069279,0.9614825496133768,0.9885870150800022,0.980350396543179,0.04836285451673113,7412817,False,0.032381300302222374
3,0.9628677290852597,0.9882838726043702,0.9810676514852996,0.04439659946633182,0.965655190764733,0.9897862594082671,0.9825196232435838,0.04043793228437315,7412817,False,0.032381300302222374
4,0.9665183180545664,0.9894451606223776,0.9829635330822679,0.0383655770553206,0.9693414366470194,0.9909128974068838,0.9844262161344851,0.03475524007149463,7412817,False,0.032381300302222374
5,0.9694760514103715,0.9903948633740637,0.9844922430844487,0.03411845307968648,0.9718511082091421,0.9916712405546656,0.9857179713699052,0.031079177586537474,7412817,False,0.032381300302222374
6,0.9714548148869466,0.991033221388462,0.9855122997670988,0.031282394999739505,0.9712160274667557,0.9915081881127268,0.9853921498892443,0.03097987062526199,7412817,False,0.032381300302222374
7,0.9724426446599439,0.9913569140134996,0.9860199672407682,0.029750837192375788,0.9732656951220529,0.9920755928417423,0.9864453324731791,0.02871861097947607,7412817,False,0.032381300302222374
8,0.9741183097891233,0.9918945683595031,0.9868828881235803,0.027714017295438383,0.9728317744327043,0.9919817863770252,0.986223893345527,0.028605781636148127,7412817,False,0.032381300302222374
9,0.9749748896355404,0.9921527973777579,0.9873228003290403,0.026549016332027813,0.9744753713877697,0.9924365259566398,0.987067626332337,0.026816955152547582,7412817,False,0.032381300302222374
10,0.9761911408671776,0.9925339244399612,0.9879469961302053,0.025114687666234606,0.9749974540944369,0.9926247709202317,0.9873361025216445,0.02604289999547995,7412817,False,0.032381300302222374
11,0.977036195070674,0.9928051722099593,0.988380173260198,0.024096831866388047,0.9741478506124246,0.9923402082245304,0.9869002283744093,0.026759465910353754,7412817,False,0.032381300302222374
12,0.9778526300665721,0.993066448796244,0.9887981601838787,0.023142670986542633,0.9767299586871884,0.9931127440254643,0.9882235965638791,0.02410549600169344,7412817,False,0.032381300302222374
13,0.9787651073483743,0.9933518196249616,0.98926461092099,0.022126847730022093,0.9768735968841696,0.9931830673847558,0.988296764076881,0.02384426796211387,7412817,False,0.032381300302222374
14,0.9790396455940338,0.9934438147804224,0.989404997067472,0.021751783881726123,0.9774934469528916,0.9933635547475996,0.988613910270187,0.023090190482589434,7412817,False,0.032381300302222374
15,0.9796151947775645,0.9936219665794693,0.989699465210967,0.021092206115004408,0.9780550700313642,0.993525300385817,0.9889015679089527,0.022531139400770075,7412817,False,0.032381300302222374
16,0.9807826457662064,0.9939951682190511,0.9902949073823432,0.019866977276662395,0.977394974456643,0.9933320621274552,0.9885640954071621,0.023115872212176057,7412817,False,0.032381300302222374
17,0.9807259659886857,0.9939789333104088,0.9902661512586365,0.01984904525669051,0.9772306062140552,0.9932996214560742,0.9884800224933985,0.023161856633312296,7412817,False,0.032381300302222374
18,0.9823659658432006,0.9944864349385184,0.9911022739929134,0.01818848504182186,0.9785688373277772,0.9936680456377425,0.9891644839970573,0.021841936516311933,7412817,False,0.032381300302222374
19,0.9826998166958161,0.994610829832165,0.9912714120234403,0.017830172592625954,0.9788537149159412,0.9937560412119019,0.9893103219428153,0.02153136820163367,7412817,False,0.032381300302222374
