,train_iou_score,train_accuracy,train_fscore,train_precision,train_recall,train_loss,val_iou_score,val_accuracy,val_fscore,val_precision,val_recall,val_loss
0,0.9004984849023325,0.9728828236434586,0.9462179559333517,0.9483120031198139,0.9447207733231956,0.018475656292438775,0.910054844869694,0.980680550487948,0.9526878570167109,0.9570831849541463,0.9483991852948365,0.012080111435916219
1,0.9390602880100442,0.9843136999110208,0.9685026125398489,0.9694200669612653,0.9676733632847637,0.009881910730981894,0.9334994117978596,0.9857969200107417,0.965487175424334,0.9638900404245082,0.9671310622927172,0.00879332280888314
2,0.9497359267675725,0.9871388516158853,0.974174764340062,0.9746983667179907,0.9737117577559469,0.008028787746699271,0.941533596582816,0.9876052443410311,0.9697981149377957,0.9710150839577258,0.9686050431829103,0.007637950886880429
3,0.9560370938999229,0.9888201054257394,0.977485626988152,0.9778163605312546,0.9772026562857752,0.006929927241324645,0.9447483932468251,0.9883244037628173,0.9714881895293653,0.9728131059189916,0.9702190672847585,0.007111972361855523
4,0.9601697397733117,0.9898839820496045,0.9796503117330855,0.9800480756575933,0.9792849293105862,0.006213001629595371,0.9481886188748858,0.9891345249095432,0.973326822401772,0.9797702398098691,0.9669954373802937,0.0065475401934236305
5,0.9637463987395557,0.9907778386685563,0.9815196220595028,0.9818197012782719,0.9812504328695996,0.005640474133823074,0.9538574562945836,0.9902923829118969,0.9763162782494451,0.9755064442124165,0.9771505653018682,0.005940189312907382
6,0.9660776457936886,0.991399132224182,0.9827266964937468,0.9830903428657257,0.9823966119210057,0.00525535467845729,0.9563810078191083,0.9908434496798985,0.9776509933068717,0.9792465794254355,0.9760727328313908,0.005652377985312903
7,0.9676703561208295,0.9918051623003703,0.9835512280046631,0.9839247621713297,0.9832006788921867,0.004996112770859261,0.958388023813006,0.991304079411735,0.9787013144560264,0.9815219279745935,0.9759241342544556,0.0053250282858564
8,0.969751685596807,0.992339808656956,0.9846297934677473,0.9849774929353943,0.984307442362797,0.004653012999390528,0.9611075235084747,0.9918274669580057,0.9801241570795085,0.9783202527274548,0.9819446441153403,0.004977287688541792
9,0.9710737627567215,0.9926729143814108,0.985311369344775,0.9856343116943965,0.985011098054996,0.004460425434989661,0.9568589808235707,0.9910162477426128,0.977905488350022,0.9855247139930722,0.9704155712060524,0.005505066410913853
10,0.9722244974401917,0.9929724548618768,0.9859040473472013,0.9862380257421122,0.9855881581790811,0.0042605083248204514,0.9593041589562321,0.9915129710251176,0.9791904964917141,0.9865858336569558,0.9719158830777023,0.00515879414857588
11,0.9750730277360428,0.9937103529527601,0.9873698338109429,0.9875522422915792,0.9871982875722096,0.0038096665779060153,0.9648992964919183,0.9926972825762251,0.982101966797466,0.9880132599615716,0.9762670288623219,0.0044959906396836455
12,0.9761324535318099,0.9939748496600083,0.9879134855838247,0.9880968166316249,0.9877428970904771,0.003646198614873972,0.9655649838313249,0.9928232271906354,0.9824486509175365,0.9864326153002994,0.9785077395573468,0.004371070319419386
13,0.9766773598206642,0.9941197614953728,0.9881923529604899,0.988390552287761,0.9880088299460662,0.0035562408181158568,0.9676231389314354,0.993245030792666,0.9835125040000595,0.9838939812821402,0.9831376235250016,0.004218726884573698
14,0.9772603293642688,0.9942586149517995,0.9884916746470226,0.9887052623069014,0.9882907275560646,0.0034712137317614395,0.9676104658086537,0.9932658966158474,0.9835054555409392,0.9876977331201796,0.979358241591655,0.004149497447299285
15,0.9777854940937191,0.9943899654256476,0.988760565709315,0.988963525892348,0.9885698616400287,0.0033884907859799973,0.9690811029622253,0.9935370599719839,0.9842693528658908,0.9833045467524463,0.9852431450091617,0.0040302381581876065
16,0.978248776153592,0.9945184412019266,0.9889974582633706,0.9891887746633873,0.988818342339137,0.0033112018929399726,0.9662128972335601,0.9929774957643428,0.9827828759878454,0.98781224875383,0.9778127493992657,0.004310520913478142
17,0.9787534420001744,0.9946449921970396,0.9892564451423083,0.9894573871183311,0.9890640938553417,0.0032300191867000536,0.9698762532690881,0.9937240733227258,0.9846796939070795,0.9855611752456345,0.9838054087800038,0.003952107005293518
18,0.9788159716567725,0.9946707340965338,0.9892871179430369,0.9894451670179013,0.9891405769488446,0.0032143395311719433,0.9692613877041241,0.9936072263919133,0.9843611431793426,0.9875491832343622,0.981200165312055,0.00395611380259703
19,0.9793364331517653,0.9947914722295649,0.9895542440397728,0.9897421557723738,0.9893764451589763,0.003143912605328026,0.9695799846044729,0.9936758019554782,0.9845279849750893,0.9892213168278546,0.9798835331285506,0.00395324682279057
