,train_iou_score,train_accuracy,train_fscore,train_loss,val_iou_score,val_accuracy,val_fscore,val_loss,parameters,freeze_encoder,inference_time
0,0.9102980285704495,0.9669432668628809,0.9504699478606264,0.16078857051398215,0.9490940022468568,0.9847719693183898,0.9738583676020302,0.07227179845174155,8642451,False,0.023787963110953568
1,0.9505595848588888,0.9843428183101606,0.9746112213163317,0.0625670245307648,0.955415964126587,0.986544208526611,0.9771829295158387,0.05250794172286986,8642451,False,0.023787963110953568
2,0.9592250542726345,0.9871544870073927,0.9791621735352953,0.04681753005810125,0.9632135883967081,0.9891259884834289,0.981248169740041,0.04093834002812703,8642451,False,0.023787963110953568
3,0.9648687755633257,0.9889685425929688,0.982103218753895,0.03876659309792655,0.9674255832036338,0.9903404633204143,0.983432630697886,0.035365557670593274,8642451,False,0.023787963110953568
4,0.9680847122283756,0.9899872043532525,0.9837703881506438,0.03438440679076185,0.969740320046743,0.9910358095169068,0.9846290230751036,0.032070463498433434,8642451,False,0.023787963110953568
5,0.9707222786135302,0.9908309723445756,0.9851329824524724,0.031115412890554143,0.9719853210449221,0.9917405811945603,0.9857868631680805,0.02943212111790974,8642451,False,0.023787963110953568
6,0.9727058034100218,0.9914671612713865,0.9861537612483888,0.028736837788256336,0.9742588392893473,0.992377081712087,0.9869553915659587,0.026903944015502942,8642451,False,0.023787963110953568
7,0.9742186356804334,0.9919283714836938,0.9869327723623037,0.026940301685276134,0.9738465595245361,0.9922725900014241,0.9867441352208458,0.027106854120890304,8642451,False,0.023787963110953568
8,0.9754742748009232,0.9923219998439624,0.987578004955531,0.02547972519954523,0.9743904066085816,0.9924576942125958,0.9870228481292722,0.026307112375895184,8642451,False,0.023787963110953568
9,0.9762584583131135,0.9925962179720761,0.9879785876074236,0.024555611217807156,0.9756052867571513,0.9927846177419027,0.9876461744308472,0.025021409988403326,8642451,False,0.023787963110953568
10,0.9774464788194187,0.9929657319705644,0.9885879046545776,0.0232566282777729,0.9765293176968893,0.9930724732081098,0.9881201624870299,0.023983158270517984,8642451,False,0.023787963110953568
11,0.9781633381715071,0.9931883378300128,0.9889554124392432,0.02244190131118911,0.9761492943763732,0.9929429602622987,0.9879254039128623,0.024325681527455654,8642451,False,0.023787963110953568
12,0.978879251166018,0.9934066143221487,0.9893212045381173,0.021645648036888246,0.9772284102439881,0.9933006699879964,0.9884774923324582,0.023168210983276368,8642451,False,0.023787963110953568
13,0.9796485176343397,0.9936520416222643,0.9897141251378431,0.020821503893343977,0.9771059632301331,0.9932566412289937,0.9884152253468831,0.023236375649770102,8642451,False,0.023787963110953568
14,0.9800567792918157,0.993771038547962,0.9899238876239981,0.020354127277157255,0.9772257685661315,0.9932893141110737,0.9884768358866374,0.0230769944190979,8642451,False,0.023787963110953568
15,0.9803820011501538,0.9938824501580112,0.9900891550643716,0.019986504566169783,0.977833964029948,0.9934446350733437,0.9887880102793374,0.022436944643656417,8642451,False,0.023787963110953568
16,0.9811180733635041,0.9941142285298444,0.9904646818152447,0.019216833892696628,0.9783678356806436,0.9936200722058615,0.9890601857503254,0.021885100205739326,8642451,False,0.023787963110953568
17,0.9815774602804356,0.99426451539565,0.9906986462855766,0.018728675778040604,0.9779780356089274,0.993494638601939,0.9888614455858866,0.022233214378356937,8642451,False,0.023787963110953568
18,0.9819011739984956,0.9943712874800857,0.9908639617308882,0.018377572654963974,0.9779536890983583,0.9935020049413045,0.9888491868972777,0.02223198970158895,8642451,False,0.023787963110953568
19,0.9834746741606086,0.9948534894132328,0.9916657823288506,0.01679695723299493,0.979487653573354,0.9939555223782855,0.9896332987149555,0.02069905360539755,8642451,False,0.023787963110953568
