,train_iou_score,train_accuracy,train_fscore,train_precision,train_recall,train_loss,val_iou_score,val_accuracy,val_fscore,val_precision,val_recall,val_loss,parameters,freeze_encoder,inference_time
0,0.8377363550334345,0.938735124685412,0.9044183143846374,0.8566601286107735,0.9724528756655548,0.43413801524872153,0.8523596036434173,0.9651756823062897,0.919792182445526,0.8750684595108031,0.9697618174552917,0.38088377833366405,21768801,False,0.009036454278975726
1,0.9127774843595978,0.9767097800895385,0.9542684689500278,0.9374706933372896,0.9718462996614304,0.2592972203304893,0.8802769958972931,0.9735090959072111,0.9359405958652496,0.9302995836734771,0.9418312811851504,0.2748054456710816,21768801,False,0.009036454278975726
2,0.9231878632590883,0.9798457891421208,0.9599396316031167,0.9509828229595841,0.9691716522202452,0.184035831525511,0.8936346364021303,0.9766034603118898,0.9435072576999661,0.9353087389469149,0.9519198322296143,0.20613172888755799,21768801,False,0.009036454278975726
3,0.9297129356472723,0.9816323411195799,0.9635033871894491,0.9588359029669514,0.968280091769713,0.1382736648832049,0.8841576957702637,0.9738546097278594,0.9381892049312589,0.9135876154899597,0.9643833673000335,0.1781818282604218,21768801,False,0.009036454278975726
4,0.9343566241718475,0.9829355800958501,0.9659988270666371,0.9638167951340068,0.9682436975321373,0.1104520989539928,0.8997115063667296,0.9780829679965973,0.9469198167324067,0.9416166615486146,0.9523704802989958,0.14163167715072633,21768801,False,0.009036454278975726
5,0.9380799183869419,0.9839670339921365,0.9679870027348509,0.9672998762070982,0.9687225442183648,0.09252937365892827,0.9068572461605073,0.9799555647373199,0.9508762311935425,0.9541639757156369,0.9477287411689759,0.12358955025672914,21768801,False,0.009036454278975726
6,0.9409048935225734,0.9847396936332969,0.9694942238934356,0.9696968179896363,0.9693293281665121,0.08060121147853683,0.9021971654891968,0.9789878153800966,0.9482845520973205,0.9545075166225432,0.9422523522377014,0.11863249301910396,21768801,False,0.009036454278975726
7,0.9431431601220807,0.9853744057186861,0.9706834571104606,0.9713533153211266,0.9700494982246171,0.07240828894134764,0.9011979329586028,0.9785364210605617,0.9477444565296173,0.9445967280864714,0.9510263526439667,0.11379533290863036,21768801,False,0.009036454278975726
8,0.9459197619803866,0.9860581453880266,0.972170253146561,0.9731534346004475,0.971215584821869,0.06548720030557542,0.9130630397796631,0.9812520265579224,0.9543265831470489,0.9529743826389314,0.9557839298248292,0.09877979755401613,21768801,False,0.009036454278975726
9,0.948296451030817,0.9867441288211892,0.9734142480936264,0.9746052419631402,0.9722615927084348,0.06028982645885681,0.913820790052414,0.9814462745189665,0.9547410452365874,0.9536572575569152,0.9559043753147125,0.09453065037727353,21768801,False,0.009036454278975726
10,0.9502878776170259,0.9872261714517027,0.974474816842187,0.9757003427149358,0.9732788119997299,0.05620171745916954,0.9117019796371458,0.9813054931163787,0.9535593497753143,0.9681080865859986,0.939609739780426,0.09449084520339966,21768801,False,0.009036454278975726
11,0.9526786033372234,0.9878724163636231,0.9757305518128815,0.9770945037217958,0.974395466627633,0.05231823269884686,0.912657961845398,0.9811846244335174,0.9541044819355011,0.9524445354938508,0.9558547496795655,0.09237467050552364,21768801,False,0.009036454278975726
12,0.9545974467033724,0.988363649014542,0.9767442674266364,0.9781287278149056,0.9753900827620559,0.049266885545916975,0.910299631357193,0.9805471515655516,0.9528193569183349,0.9475130248069762,0.9582814967632295,0.09363409161567687,21768801,False,0.009036454278975726
13,0.9565629258490442,0.9888935237002554,0.9777718544902655,0.9790080494450445,0.9765613843922624,0.046459698438046856,0.9160848402976989,0.9819253432750701,0.9559795093536376,0.9526468849182131,0.9594296264648438,0.08696156263351441,21768801,False,0.009036454278975726
14,0.9580310701128826,0.9892527262369787,0.9785436962481425,0.9796705498432459,0.977441736630031,0.04432690860633563,0.9145383524894716,0.9817521405220033,0.9551231920719145,0.9597154891490938,0.9506906282901764,0.08784725427627564,21768801,False,0.009036454278975726
15,0.9601565712974182,0.989820953001055,0.9796522881154129,0.980792479258134,0.978533665339152,0.04171447392394369,0.9129648756980897,0.9811326551437377,0.9542712330818177,0.9481503987312316,0.960584785938263,0.08892040133476256,21768801,False,0.009036454278975726
16,0.9657176407357503,0.9912640253702801,0.9825445848300051,0.9835975577956746,0.9815103118879757,0.03584406115954978,0.9196442878246308,0.9828077614307406,0.9579211521148682,0.958240624666214,0.9576986467838287,0.08202596426010134,21768801,False,0.009036454278975726
17,0.9684131616040281,0.9919485463235612,0.9839418642502977,0.9849012916846978,0.983000930837521,0.03293346402639135,0.9189375424385071,0.9825866913795471,0.9575486695766448,0.9547527706623079,0.9604539477825167,0.08232558250427248,21768801,False,0.009036454278975726
18,0.9698740723437832,0.9923400669767143,0.9846954979095847,0.9855473449355684,0.9838599989886276,0.03128395687069808,0.9180231499671936,0.9824152517318727,0.9570444583892821,0.956133315563202,0.9580570363998413,0.08320062160491944,21768801,False,0.009036454278975726
19,0.97362152197606,0.9933012495363562,0.9866253421420146,0.9873766619758799,0.9858856444669544,0.02740126504635154,0.9208388364315032,0.9830483841896057,0.9585715651512146,0.9570405721664427,0.9601956009864808,0.08026882886886597,21768801,False,0.009036454278975726
