,train_iou_score,train_accuracy,train_fscore,train_precision,train_recall,train_loss,val_iou_score,val_accuracy,val_fscore,val_precision,val_recall,val_loss,parameters,freeze_encoder,inference_time
0,0.8768520311156016,0.9632290807881749,0.9323445530911733,0.9240950431142532,0.9447517172435773,0.1337483655241201,0.8516129076480866,0.9664549815654754,0.9192506778240204,0.9084382665157319,0.9303909385204316,0.15140211462974545,21434849,False,0.004484031652100384
1,0.908214741482174,0.9758923200138823,0.9517686090672524,0.9526894240451043,0.9509521952846594,0.09519962096274047,0.8788864779472353,0.973925083875656,0.9351246905326844,0.9539819514751433,0.9171127367019652,0.1266092145442963,21434849,False,0.004484031652100384
2,0.9197330026698292,0.9790867386306437,0.9580812688758201,0.9594402737486033,0.9568443084719188,0.08346850083286603,0.8841514778137206,0.9750097596645355,0.9381106960773471,0.9528834104537965,0.9238422751426696,0.11788552761077879,21434849,False,0.004484031652100384
3,0.9275787644517747,0.9811796731219852,0.962354372169141,0.9633831750778926,0.961401163037857,0.07524054376105015,0.90124405503273,0.978543299436569,0.9477386188507081,0.9460312151908874,0.9496357464790345,0.10278843760490418,21434849,False,0.004484031652100384
4,0.9324582422287541,0.9824712283927993,0.9649876142504225,0.9657070575501392,0.964345644888723,0.0700484309578898,0.9075191366672518,0.9801180458068848,0.9512584900856018,0.9548890364170077,0.9477638602256773,0.09680712699890139,21434849,False,0.004484031652100384
5,0.9357078568379682,0.9833447652353081,0.9667310663930757,0.9675109110081709,0.9660189295173588,0.06651565813480463,0.9121514058113097,0.9808410048484804,0.9538307833671571,0.943350932598114,0.9646445024013519,0.09111490249633787,21434849,False,0.004484031652100384
6,0.9387583242621932,0.9841554019982948,0.9683557922081245,0.9686898081224958,0.9680794679132619,0.0632885315065695,0.917469458580017,0.9822638046741488,0.9567574167251588,0.9558809840679167,0.9576832425594328,0.08570829749107362,21434849,False,0.004484031652100384
7,0.9411556825303191,0.9848386545229074,0.9696299406818875,0.9698765938144579,0.9694371402711797,0.0607535275899079,0.9186701071262359,0.9823629653453826,0.9574338340759277,0.948763688802719,0.9662939476966858,0.08369719386100768,21434849,False,0.004484031652100384
8,0.9429775879795393,0.9853100443543644,0.9706026905760129,0.9709287660761289,0.9703244868675271,0.05876311323696507,0.9218731927871704,0.9831900537014007,0.9591740596294401,0.9557266759872436,0.962686860561371,0.08020729899406437,21434849,False,0.004484031652100384
9,0.9444832211747797,0.9857028598773453,0.9713980810982847,0.9715544793540081,0.9712936869241237,0.05709825138699142,0.9224059510231017,0.983347282409668,0.959461648464203,0.9581437146663665,0.960828572511673,0.07953056216239929,21434849,False,0.004484031652100384
10,0.9456822946854405,0.98600259042324,0.9720413575793869,0.9720717111327002,0.9720611159962818,0.055759736619198835,0.9230592167377472,0.9835336709022522,0.9598301470279695,0.9614772617816925,0.9582232797145842,0.07901697278022767,21434849,False,0.004484031652100384
11,0.946904346757665,0.986338762412394,0.9726858826209429,0.9728107093868394,0.9726101188432601,0.05446914981182359,0.9254706680774689,0.9839699923992159,0.9611475467681885,0.9555665135383605,0.966871393918991,0.07657023787498474,21434849,False,0.004484031652100384
12,0.9479377274226424,0.9866402669060493,0.9732266279091512,0.9732868354720879,0.9732201230854617,0.05334300041796273,0.9254156577587128,0.9838915240764619,0.9611152505874635,0.9517794287204742,0.9706844854354858,0.07623868703842163,21434849,False,0.004484031652100384
13,0.9493470059002855,0.9870053529739378,0.973972538061309,0.974041055169022,0.9739393228875063,0.05187252948158665,0.9271147787570952,0.9843606281280517,0.9620457899570466,0.9580373108386996,0.9661928367614744,0.07431540966033935,21434849,False,0.004484031652100384
14,0.950047282796157,0.9871862104960848,0.9743445703857828,0.9742975157305109,0.974428681203894,0.0510879529448679,0.9267769205570221,0.9841650235652921,0.9618626570701598,0.9513729453086854,0.9726387166976928,0.07486629724502565,21434849,False,0.004484031652100384
15,0.95095452912768,0.9874132396583274,0.9748262371634482,0.9748614449847616,0.9748233665798542,0.05012752149338115,0.9289366936683656,0.9847972202301025,0.9630184268951415,0.9613645756244661,0.964718222618103,0.07228583693504331,21434849,False,0.004484031652100384
16,0.9514722029368082,0.987538546846624,0.9751007775017495,0.975204671086524,0.9750377104097144,0.04953830971156144,0.9317736339569092,0.9854537808895112,0.9645435214042665,0.9641612303256988,0.9649581074714663,0.06956106305122374,21434849,False,0.004484031652100384
17,0.9526075274125673,0.9878301832610206,0.9756992925378616,0.9757945379218959,0.975643111500226,0.04835344018195205,0.9303903377056123,0.9852464449405672,0.9637950015068052,0.9689789438247681,0.9587445294857027,0.07111632108688358,21434849,False,0.004484031652100384
18,0.9529526513023185,0.9879184439965063,0.9758821975318412,0.9759484755066699,0.9758606922058828,0.047960075818207645,0.931726849079132,0.9854966652393341,0.9645226621627808,0.9680680906772613,0.9610306823253634,0.06934646129608157,21434849,False,0.004484031652100384
19,0.9538850939662233,0.9881761722397386,0.9763676362826412,0.9764724373817443,0.9762987289811138,0.04700074473718059,0.9308335518836974,0.9853609001636502,0.9640482211112976,0.9726080012321471,0.9557000553607939,0.07033265590667724,21434849,False,0.004484031652100384
