,train_iou_score,train_accuracy,train_fscore,train_loss,val_iou_score,val_accuracy,val_fscore,val_loss,parameters,memory_used,freeze_encoder
0,0.4975964862566729,0.7368085751166712,0.6496873234327021,0.44362794894438523,0.7270679708856805,0.8931994988368107,0.8372605557625111,0.2901771802168626,2416552,668991488,True
1,0.79588223191408,0.9310801304303683,0.8843279584096029,0.2171696493258843,0.8261092133246936,0.9435714299862201,0.9036169017736728,0.17662696998852953,2416552,668991488,True
2,0.8497831981915692,0.9531891070879422,0.9182188935004748,0.14236989961220675,0.8600515012557689,0.9573554809276875,0.9239443414486371,0.12688104579081905,2416552,668991488,True
3,0.8670666378278,0.9593474681560809,0.9284077538893772,0.11374196983300723,0.8671285922710712,0.9596548814039965,0.9280634293189415,0.11156067366783434,2416552,668991488,True
4,0.8716682092501566,0.9612601720369779,0.930968721325581,0.10099956163993248,0.8775083720684049,0.9638912769464347,0.9342410770746379,0.09368433172886188,2416552,668991488,True
5,0.8785643623425411,0.96327334183913,0.9348868498435385,0.09083010829412018,0.8849053990382412,0.9661511549582846,0.9384774898107235,0.08418278510753927,2416552,668991488,True
6,0.8847253655011837,0.9651999015074508,0.9385406225919725,0.08287627421892606,0.8846257558235755,0.9656613056476299,0.9381264860813434,0.08518435863348152,2416552,668991488,True
7,0.8882985172363428,0.9664409344012921,0.9405881269620014,0.07727671701174517,0.8895187893739115,0.967543840408325,0.9410036813754303,0.07489984539838936,2416552,668991488,True
8,0.8857646217712988,0.9656088719001182,0.9391014667657707,0.07586920146758737,0.8859811230347707,0.9666162912662212,0.9389291921487222,0.0781278724853809,2416552,668991488,True
9,0.8940057296019335,0.9681210334484396,0.9437289375525256,0.07015352638868184,0.8932026716379019,0.9684720497864943,0.9429743118011034,0.07105903671338006,2416552,668991488,True
