,train_iou_score,train_accuracy,train_fscore,train_loss,val_iou_score,val_accuracy,val_fscore,val_loss,parameters,memory_used,freeze_encoder
0,0.8491551867471293,0.9479610919952395,0.9127256635289929,0.09370156778739053,0.8855046389194635,0.9648462717349711,0.9385696546389507,0.06226646097806786,4215425,4609540096,False
1,0.9023267259964577,0.9706330849574165,0.9483563051773951,0.0525669019955855,0.9088565592582408,0.9735861924978404,0.9518955304072452,0.04877792413418109,4215425,4609540096,False
2,0.9141453836972897,0.974739835812495,0.9549448134807439,0.04583804653241084,0.9180428488896442,0.9761298344685482,0.956895282635322,0.04390244759046115,4215425,4609540096,False
3,0.9228667456370134,0.9776324675633355,0.9597004514474133,0.041089831636502185,0.8954375626949164,0.9680553491298967,0.9444984025680102,0.05594226832573229,4215425,4609540096,False
4,0.9265851000180612,0.9785015674737784,0.9616749309576477,0.03905630570191603,0.9199379166731467,0.9766084322562585,0.9579835832118989,0.04257502120274765,4215425,4609540096,False
5,0.9324407290953856,0.9803640383940477,0.9648624738821617,0.03589787964637463,0.9107946157455444,0.9734189143547645,0.9530264116250553,0.04749304629289186,4215425,4609540096,False
6,0.9345104018082984,0.9809164359019351,0.9660196636731808,0.0346640646457672,0.9168842824605797,0.9754283611591044,0.9563308117481377,0.044241949915885925,4215425,4609540096,False
7,0.9377431124448776,0.9818890736653253,0.9677797555923462,0.0329192945590386,0.9188071386172222,0.9761289266439586,0.9573911497226129,0.04308108412302456,4215425,4609540096,False
8,0.945477857039525,0.9842553597230179,0.9718798112410764,0.028772935271263116,0.9215045972512319,0.9770602996532735,0.9588587490411902,0.04157901956484868,4215425,4609540096,False
9,0.9472083781774226,0.9846826333266038,0.9728298955238784,0.027815243372550376,0.9138937626893706,0.9744979051443248,0.9546322043125445,0.04572991912181562,4215425,4609540096,False
