,train_iou_score,train_accuracy,train_fscore,train_loss,val_iou_score,val_accuracy,val_fscore,val_loss,parameters,memory_used,freeze_encoder
0,0.6359391769824121,0.8451476372205293,0.7645514037173529,0.3684673148852128,0.8168173455275023,0.9387524219659659,0.8983050814041725,0.21555077456510982,2263353,864026624,True
1,0.834083699263059,0.9467814060357899,0.9087205437513497,0.1710426899103019,0.8774103820323946,0.9629997473496656,0.9342364909557196,0.12717337791736308,2263353,864026624,True
2,0.8668472193754635,0.9594081181746263,0.9280963654701526,0.11933258634347177,0.877900088062653,0.9646654862623949,0.9345423086331442,0.10344430460379674,2263353,864026624,True
3,0.881477800699381,0.964320072760949,0.9366057916329457,0.09794500584785756,0.8825147289496202,0.9660496803430412,0.9371542964990323,0.08875571420559518,2263353,864026624,True
4,0.8813036886545329,0.9643156436773449,0.9365452550924742,0.08814633924227495,0.87682230082842,0.9646048729236307,0.9339216145185321,0.08515708148479458,2263353,864026624,True
5,0.8866815807727668,0.9660966579730694,0.9395488225496732,0.0803362773014949,0.8778059104314218,0.9648984854037944,0.9344889418436931,0.08002309042673841,2263353,864026624,True
6,0.8894720730873255,0.9671350534145651,0.9412739036174922,0.07616888674405904,0.8798683755672895,0.9655373371564425,0.9356299718985188,0.07777539010231312,2263353,864026624,True
7,0.8879133176345092,0.9665642426564143,0.9403279469563409,0.07362033426761626,0.888543122089826,0.9679216880064746,0.9405648100834626,0.07134360877367164,2263353,864026624,True
8,0.8907733731544935,0.967353995029743,0.9417132632090495,0.07092167666325205,0.8958958352987583,0.970068390552814,0.9446953947727498,0.06639596246756042,2263353,864026624,True
9,0.8959008925236187,0.9689311614403358,0.9448808443087797,0.06661722981012784,0.9005793768625994,0.9713391615794257,0.9473063131937611,0.0642648132947775,2263353,864026624,True
