,train_iou_score,train_accuracy,train_fscore,train_loss,val_iou_score,val_accuracy,val_fscore,val_loss,parameters,memory_used,freeze_encoder
0,0.8441643878244438,0.9378090454981879,0.9071195349097253,0.1619185690696423,0.901227465042701,0.9713812424586372,0.9476241331834058,0.09998974777185,4215425,4609540096,False
1,0.9047916680574416,0.9719360241523155,0.94964471917886,0.09648829583938308,0.912682328086633,0.974710675386282,0.9539765818760945,0.08843895563712485,4215425,4609540096,False
2,0.9169749858287666,0.9755033621421224,0.9564109135132572,0.08444675803184509,0.9156312873730292,0.9757842100583591,0.9555641355422827,0.08568151639058041,4215425,4609540096,False
3,0.9225958906687224,0.9774625026262723,0.959540644517312,0.07880027821430792,0.9052240103483199,0.9715504554601818,0.949925695474331,0.09580044563000019,4215425,4609540096,False
4,0.9307066970146619,0.979937690954942,0.9639483254689437,0.07069376225654897,0.9160562111781194,0.9755136599907507,0.9559326366736337,0.08486595520606405,4215425,4609540096,False
5,0.9351674673648982,0.980954857972952,0.9663903747613612,0.06605662749363825,0.9148706449912143,0.9749700564604538,0.9552552482256523,0.08608455841357891,4215425,4609540096,False
6,0.939042152120517,0.9823897985311657,0.9684602778691512,0.06216156368072216,0.917666509747505,0.9761290733630843,0.9567639311918845,0.08312173990102915,4215425,4609540096,False
7,0.9426155445667412,0.983507752418518,0.9703492636864003,0.05850858871753399,0.9206383595099815,0.9768903255462646,0.9583995433954092,0.08013656964668861,4215425,4609540096,False
8,0.9493796355449237,0.9854985383840709,0.973965400686631,0.05182306812359737,0.9229397166233796,0.9776356495343722,0.959654499705021,0.07787468456304988,4215425,4609540096,False
9,0.9541527537199168,0.9868055765445415,0.9764765260311273,0.04729090516383831,0.9218933226970525,0.9773196898973905,0.9590960351320416,0.07889669904342064,4215425,4609540096,False
