,train_iou_score,train_accuracy,train_fscore,train_loss,val_iou_score,val_accuracy,val_fscore,val_loss,parameters,memory_used,freeze_encoder
0,0.7780745138342563,0.9263312083024247,0.8594379877814877,0.31275347333688003,0.8754834475425575,0.9613812886751617,0.9332197148066297,0.1720672914615045,166432121,7117733888,True
1,0.889008219425495,0.9663262825745803,0.9408980367275387,0.15484899282455447,0.8706024197431711,0.959499404980586,0.930218132642599,0.13984423990433026,166432121,7117733888,True
2,0.8966042766204243,0.9688759216895471,0.9451270688038605,0.12404369047054883,0.8935476025709738,0.9685402191602267,0.9433803042540184,0.11357877919307122,166432121,7117733888,True
3,0.9067187034166774,0.972066750893226,0.9508074063521165,0.10085434523912576,0.9011589896220427,0.9707080217508167,0.9475725155610302,0.09572185919835018,166432121,7117733888,True
4,0.9125335709406779,0.9742092077548687,0.9540314170030445,0.08757759057558498,0.9072849097160193,0.9729334299380962,0.9510534887130446,0.08336601692896622,166432121,7117733888,True
5,0.9226848024588366,0.9772869440225455,0.9596409385020914,0.07396507033934958,0.9014656543731688,0.9714630475411049,0.9478115771825497,0.08158142291582547,166432121,7117733888,True
6,0.9247149458298319,0.9779552588096032,0.9607267001500499,0.06668997498658989,0.9039998673475707,0.9723319273728591,0.9491963925269933,0.07472448280224432,166432121,7117733888,True
7,0.9325055617552536,0.9802848834257858,0.9649869834001248,0.058158841270666846,0.9074652504462463,0.9730614423751831,0.9511043372062538,0.0686850375854052,166432121,7117733888,True
8,0.9310652235379584,0.9798187384238607,0.9641843816408743,0.05567765465149512,0.9060705006122589,0.9730053314795859,0.9503889255798779,0.06682037390195406,166432121,7117733888,True
9,0.939298566717368,0.9823535222273605,0.968613890501169,0.048260707121629,0.9046943657673323,0.9720283013123734,0.9496274005908234,0.0648293082530682,166432121,7117733888,True
